contractSymbol,option_type,expiration_date,strike,bid,ask,volume,openInterest,impliedVolatility,inTheMoney,trade_date,mid_price,T,S_T,DF_T
AMZN251226C00320000,call,2025-12-26,320.0,0.0,0.01,360.0,223,0.9062509375,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226C00325000,call,2025-12-26,325.0,0.0,0.01,10.0,22,0.937500625,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226C00330000,call,2025-12-26,330.0,0.0,0.01,1.0,9,0.9687503125,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226C00335000,call,2025-12-26,335.0,0.0,0.01,2.0,59,1.000005,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226C00340000,call,2025-12-26,340.0,0.0,0.01,5.0,120,1.0312548437500002,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226C00345000,call,2025-12-26,345.0,0.0,0.01,1.0,252,1.0625046875000002,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226C00350000,call,2025-12-26,350.0,0.0,0.01,2.0,423,1.125004375,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00125000,put,2025-12-26,125.0,0.0,0.01,1.0,38,1.5937520312499998,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00130000,put,2025-12-26,130.0,0.0,0.01,2.0,16,1.5000025,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00135000,put,2025-12-26,135.0,0.0,0.01,2.0,49,1.3750031249999999,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00140000,put,2025-12-26,140.0,0.0,0.01,1.0,68,1.3125034374999998,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00145000,put,2025-12-26,145.0,0.0,0.01,2.0,14,1.21875390625,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00150000,put,2025-12-26,150.0,0.0,0.01,1.0,374,1.125004375,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00155000,put,2025-12-26,155.0,0.0,0.01,1.0,1808,1.0625046875000002,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00160000,put,2025-12-26,160.0,0.0,0.01,1.0,200,0.9687503125,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00165000,put,2025-12-26,165.0,0.0,0.02,2.0,317,0.937500625,False,2025-12-22,0.01,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00170000,put,2025-12-26,170.0,0.0,0.01,7.0,1661,0.8125018749999999,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00175000,put,2025-12-26,175.0,0.0,0.01,20.0,960,0.7500025,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00180000,put,2025-12-26,180.0,0.0,0.01,85.0,5241,0.6562534375000001,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00185000,put,2025-12-26,185.0,0.0,0.01,58.0,6192,0.5937540625000001,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00190000,put,2025-12-26,190.0,0.0,0.01,28.0,1664,0.5312546875,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00195000,put,2025-12-26,195.0,0.0,0.01,248.0,1547,0.48438015625,False,2025-12-22,0.005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00200000,put,2025-12-26,200.0,0.01,0.02,2769.0,8451,0.445318046875,False,2025-12-22,0.015,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00202500,put,2025-12-26,202.5,0.01,0.02,1115.0,897,0.4101621484375,False,2025-12-22,0.015,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00205000,put,2025-12-26,205.0,0.02,0.04,1384.0,1557,0.4062559375,False,2025-12-22,0.03,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00207500,put,2025-12-26,207.5,0.03,0.04,942.0,1414,0.36524072265625,False,2025-12-22,0.035,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00210000,put,2025-12-26,210.0,0.04,0.05,892.0,7957,0.335944140625,False,2025-12-22,0.045,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00212500,put,2025-12-26,212.5,0.05,0.07,912.0,2698,0.31055376953124997,False,2025-12-22,0.060000000000000005,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00215000,put,2025-12-26,215.0,0.07,0.09,2545.0,4183,0.27930408203124996,False,2025-12-22,0.08,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00217500,put,2025-12-26,217.5,0.1,0.11,2787.0,2897,0.243171630859375,False,2025-12-22,0.10500000000000001,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00220000,put,2025-12-26,220.0,0.16,0.17,6599.0,7100,0.215828154296875,False,2025-12-22,0.165,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00222500,put,2025-12-26,222.5,0.3,0.33,10909.0,7599,0.19727365234375,False,2025-12-22,0.315,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00225000,put,2025-12-26,225.0,0.69,0.72,14349.0,6805,0.1870198486328125,False,2025-12-22,0.705,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00227500,put,2025-12-26,227.5,1.46,1.53,8271.0,3016,0.1840901904296875,False,2025-12-22,1.495,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00230000,put,2025-12-26,230.0,2.75,2.83,2438.0,3055,0.18177087768554687,True,2025-12-22,2.79,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00232500,put,2025-12-26,232.5,4.5,4.7,231.0,680,0.1909260595703125,True,2025-12-22,4.6,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00235000,put,2025-12-26,235.0,6.5,6.9,267.0,964,0.20606262695312497,True,2025-12-22,6.7,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00237500,put,2025-12-26,237.5,8.85,9.35,125.0,214,0.2475661181640625,True,2025-12-22,9.1,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00240000,put,2025-12-26,240.0,11.1,11.8,351.0,1098,0.2827220166015625,True,2025-12-22,11.45,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00242500,put,2025-12-26,242.5,13.25,14.95,90.0,85,0.46484910156250003,True,2025-12-22,14.1,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00245000,put,2025-12-26,245.0,15.4,17.75,1.0,7,0.5678754150390625,True,2025-12-22,16.575,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00247500,put,2025-12-26,247.5,17.9,20.25,158.0,0,0.6213416772460938,True,2025-12-22,19.075,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00250000,put,2025-12-26,250.0,20.45,22.7,2.0,3,0.6645541357421877,True,2025-12-22,21.575,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00252500,put,2025-12-26,252.5,22.9,25.25,11.0,0,0.7236355761718749,True,2025-12-22,24.075,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00255000,put,2025-12-26,255.0,25.4,27.75,5.0,0,0.772463212890625,True,2025-12-22,26.575,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00260000,put,2025-12-26,260.0,30.45,32.7,61.0,0,0.8562026098632812,True,2025-12-22,31.575000000000003,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00265000,put,2025-12-26,265.0,35.4,37.75,1.0,1,0.9558109887695312,True,2025-12-22,36.575,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00270000,put,2025-12-26,270.0,40.45,42.7,1.0,1,1.0302782861328126,True,2025-12-22,41.575,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00275000,put,2025-12-26,275.0,45.4,47.75,1.0,0,0.5312546875,True,2025-12-22,46.575,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00285000,put,2025-12-26,285.0,55.4,57.75,8.0,0,0.6093789062500001,True,2025-12-22,56.575,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00295000,put,2025-12-26,295.0,65.4,67.75,,0,0.70312796875,True,2025-12-22,66.575,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN251226P00345000,put,2025-12-26,345.0,115.4,117.75,,0,1.09375453125,True,2025-12-22,116.575,0.010958904109589041,229.29978270894418,1.00311234082846
AMZN260102C00125000,call,2026-01-02,125.0,102.1,105.6,1.0,13,1.6572282763671877,True,2025-12-22,103.85,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00130000,call,2026-01-02,130.0,97.1,100.6,2.0,4,1.5605490722656248,True,2025-12-22,98.85,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00135000,call,2026-01-02,135.0,92.25,95.65,,1,1.5195336523437497,True,2025-12-22,93.95,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00140000,call,2026-01-02,140.0,87.25,90.65,2.0,17,1.4277372363281249,True,2025-12-22,88.95,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00145000,call,2026-01-02,145.0,82.25,85.65,2.0,2,1.3378939355468746,True,2025-12-22,83.95,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00150000,call,2026-01-02,150.0,77.15,80.65,5.0,15,1.2294960400390624,True,2025-12-22,78.9,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00155000,call,2026-01-02,155.0,72.3,75.65,1.0,6,1.1762736499023436,True,2025-12-22,73.975,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00160000,call,2026-01-02,160.0,67.75,70.35,4.0,5,1.1196333081054686,True,2025-12-22,69.05,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00165000,call,2026-01-02,165.0,62.8,65.35,2.0,7,1.045414929199219,True,2025-12-22,64.07499999999999,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00170000,call,2026-01-02,170.0,57.8,60.4,4.0,46,0.971679970703125,True,2025-12-22,59.099999999999994,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00175000,call,2026-01-02,175.0,52.8,55.4,22.0,435,0.8920909228515624,True,2025-12-22,54.099999999999994,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00180000,call,2026-01-02,180.0,47.8,50.4,19.0,29,0.813478427734375,True,2025-12-22,49.099999999999994,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00185000,call,2026-01-02,185.0,42.85,45.45,2.0,7,0.7480493945312501,True,2025-12-22,44.150000000000006,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00190000,call,2026-01-02,190.0,37.85,40.45,158.0,44,0.6713900048828126,True,2025-12-22,39.150000000000006,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00195000,call,2026-01-02,195.0,32.9,35.5,4.0,127,0.6044961425781252,True,2025-12-22,34.2,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00200000,call,2026-01-02,200.0,28.6,30.5,41.0,556,0.5822795678710937,True,2025-12-22,29.55,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00202500,call,2026-01-02,202.5,25.45,28.05,10.0,6,0.6606479248046876,True,2025-12-22,26.75,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00205000,call,2026-01-02,205.0,23.0,24.65,7.0,135,0.5134326000976561,True,2025-12-22,23.825,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00207500,call,2026-01-02,207.5,20.6,23.1,2.0,1354,0.5732464550781251,True,2025-12-22,21.85,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00210000,call,2026-01-02,210.0,18.75,19.55,4.0,1576,0.4184628466796875,True,2025-12-22,19.15,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00212500,call,2026-01-02,212.5,16.0,17.8,28.0,360,0.45166563964843753,True,2025-12-22,16.9,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00215000,call,2026-01-02,215.0,13.95,14.5,86.0,3391,0.32910827148437494,True,2025-12-22,14.225,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00217500,call,2026-01-02,217.5,11.55,12.2,32.0,133,0.3051827294921875,True,2025-12-22,11.875,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00220000,call,2026-01-02,220.0,9.45,9.75,367.0,1612,0.26367923828125,True,2025-12-22,9.6,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00222500,call,2026-01-02,222.5,7.45,7.65,154.0,456,0.2456130126953125,True,2025-12-22,7.550000000000001,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00225000,call,2026-01-02,225.0,5.65,5.85,1053.0,2589,0.23767852172851558,True,2025-12-22,5.75,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00227500,call,2026-01-02,227.5,4.2,4.3,2577.0,1387,0.231452998046875,True,2025-12-22,4.25,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00230000,call,2026-01-02,230.0,2.95,3.0,11360.0,5470,0.22510540527343748,False,2025-12-22,2.975,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00232500,call,2026-01-02,232.5,1.94,2.11,7790.0,4560,0.22815713256835937,False,2025-12-22,2.025,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00235000,call,2026-01-02,235.0,1.21,1.29,5923.0,9148,0.21949022705078125,False,2025-12-22,1.25,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00237500,call,2026-01-02,237.5,0.72,0.77,2834.0,2277,0.21607229248046872,False,2025-12-22,0.745,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00240000,call,2026-01-02,240.0,0.42,0.46,3098.0,12662,0.21704884521484374,False,2025-12-22,0.44,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00242500,call,2026-01-02,242.5,0.25,0.26,752.0,2093,0.21704884521484374,False,2025-12-22,0.255,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00245000,call,2026-01-02,245.0,0.15,0.16,1504.0,5593,0.22266402343749997,False,2025-12-22,0.155,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00247500,call,2026-01-02,247.5,0.08,0.1,260.0,1433,0.22852333984375,False,2025-12-22,0.09,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00250000,call,2026-01-02,250.0,0.06,0.07,2297.0,12447,0.23926541992187497,False,2025-12-22,0.065,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00255000,call,2026-01-02,255.0,0.03,0.04,257.0,1442,0.2617261328125,False,2025-12-22,0.035,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00260000,call,2026-01-02,260.0,0.02,0.04,207.0,4484,0.3007882421875,False,2025-12-22,0.03,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00265000,call,2026-01-02,265.0,0.01,0.04,170.0,2776,0.3398503515625,False,2025-12-22,0.025,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00270000,call,2026-01-02,270.0,0.01,0.08,706.0,1850,0.411138701171875,False,2025-12-22,0.045,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00275000,call,2026-01-02,275.0,0.0,0.06,1102.0,446,0.4335994140625,False,2025-12-22,0.03,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00280000,call,2026-01-02,280.0,0.0,0.01,16.0,196,0.39063109375,False,2025-12-22,0.005,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00285000,call,2026-01-02,285.0,0.0,0.02,800.0,74,0.445318046875,False,2025-12-22,0.01,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00290000,call,2026-01-02,290.0,0.0,0.01,1.0,498,0.445318046875,False,2025-12-22,0.005,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00295000,call,2026-01-02,295.0,0.0,0.01,1.0,33,0.476567734375,False,2025-12-22,0.005,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00300000,call,2026-01-02,300.0,0.0,0.01,28.0,1765,0.507817421875,False,2025-12-22,0.005,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00305000,call,2026-01-02,305.0,0.0,0.15,210.0,274,0.6523472265625001,False,2025-12-22,0.075,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00310000,call,2026-01-02,310.0,0.0,0.17,1.0,178,0.6953155468750001,False,2025-12-22,0.085,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00315000,call,2026-01-02,315.0,0.0,0.16,138.0,138,0.72070591796875,False,2025-12-22,0.08,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00320000,call,2026-01-02,320.0,0.0,0.11,1.0,52,0.72070591796875,False,2025-12-22,0.055,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00325000,call,2026-01-02,325.0,0.0,0.16,1.0,7,0.7812521875,False,2025-12-22,0.08,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00330000,call,2026-01-02,330.0,0.0,0.16,20.0,11,0.8105487695312499,False,2025-12-22,0.08,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00335000,call,2026-01-02,335.0,0.0,0.06,,3,0.7578149218750001,False,2025-12-22,0.03,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00340000,call,2026-01-02,340.0,0.0,0.01,2.0,3,0.6718782812500002,False,2025-12-22,0.005,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00345000,call,2026-01-02,345.0,0.0,0.15,,1,0.8886729882812499,False,2025-12-22,0.075,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102C00350000,call,2026-01-02,350.0,0.0,0.13,1.0,13,0.9023447265625,False,2025-12-22,0.065,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102P00125000,put,2026-01-02,125.0,0.0,0.02,1.0,24,1.0781296093750001,False,2025-12-22,0.01,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102P00130000,put,2026-01-02,130.0,0.0,0.05,2.0,6,1.1015669921875002,False,2025-12-22,0.025,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102P00135000,put,2026-01-02,135.0,0.0,0.05,1.0,3,1.0390673046875003,False,2025-12-22,0.025,0.030136986301369864,229.39200511015844,1.0024303427523966
AMZN260102P00140000,put,2026-01-02,140.0,0.0,0.05,40.0,41,0.9687503125,False,2025-12-22,0.025,0.030136986301369864,229.39200511015844,1.0024303427523966
