Date,Adj Close,Close,High,Low,Open,Volume
2020-12-29,131.2895050048828,134.8699951171875,138.7899932861328,134.33999633789062,138.0500030517578,121047300.0
2020-12-30,130.1700439453125,133.72000122070312,135.99000549316406,133.39999389648438,135.5800018310547,96452100.0
2020-12-31,129.16738891601562,132.69000244140625,134.74000549316406,131.72000122070312,134.0800018310547,99116600.0
2021-01-04,125.97447204589844,129.41000366210938,133.61000061035156,126.76000213623047,133.52000427246094,143301900.0
2021-01-05,127.53197479248047,131.00999450683594,131.74000549316406,128.42999267578125,128.88999938964844,97664900.0
2021-01-06,123.23908233642578,126.5999984741211,131.0500030517578,126.37999725341797,127.72000122070312,155088000.0
2021-01-07,127.44438171386719,130.9199981689453,131.6300048828125,127.86000061035156,128.36000061035156,109578200.0
2021-01-08,128.5443878173828,132.0500030517578,132.6300048828125,130.22999572753906,132.42999267578125,105158200.0
2021-01-11,125.5558853149414,128.97999572753906,130.1699981689453,128.5,129.19000244140625,100384500.0
2021-01-12,125.3806381225586,128.8000030517578,129.69000244140625,126.86000061035156,128.5,91951100.0
2021-01-13,127.41513061523438,130.88999938964844,131.4499969482422,128.49000549316406,128.75999450683594,88636800.0
2021-01-14,125.48773193359375,128.91000366210938,131.0,128.75999450683594,130.8000030517578,90221800.0
2021-01-15,123.76471710205078,127.13999938964844,130.22000122070312,127.0,128.77999877929688,111598500.0
2021-01-19,124.43641662597656,127.83000183105469,128.7100067138672,126.94000244140625,127.77999877929688,90757300.0
2021-01-20,128.52490234375,132.02999877929688,132.49000549316406,128.5500030517578,128.66000366210938,104319500.0
2021-01-21,133.23646545410156,136.8699951171875,139.6699981689453,133.58999633789062,133.8000030517578,120150900.0
2021-01-22,135.3780517578125,139.07000732421875,139.85000610351562,135.02000427246094,136.27999877929688,114459400.0
2021-01-25,139.12579345703125,142.9199981689453,145.08999633789062,136.5399932861328,143.07000732421875,157611700.0
2021-01-26,139.35943603515625,143.16000366210938,144.3000030517578,141.3699951171875,143.60000610351562,98390600.0
2021-01-27,138.2886505126953,142.05999755859375,144.3000030517578,140.41000366210938,143.42999267578125,140843800.0
2021-01-28,133.45057678222656,137.08999633789062,141.99000549316406,136.6999969482422,139.52000427246094,142621100.0
2021-01-29,128.456787109375,131.9600067138672,136.74000549316406,130.2100067138672,135.8300018310547,177523800.0
2021-02-01,130.57888793945312,134.13999938964844,135.3800048828125,130.92999267578125,133.75,106239800.0
2021-02-02,131.4063720703125,134.99000549316406,136.30999755859375,134.61000061035156,135.72999572753906,83305400.0
2021-02-03,130.38421630859375,133.94000244140625,135.77000427246094,133.61000061035156,135.75999450683594,89880900.0
2021-02-04,133.74261474609375,137.38999938964844,137.39999389648438,134.58999633789062,136.3000030517578,84183100.0
2021-02-05,133.3282470703125,136.75999450683594,137.4199981689453,135.86000061035156,137.35000610351562,75693800.0
2021-02-08,133.4744873046875,136.91000366210938,136.9600067138672,134.9199981689453,136.02999877929688,71297200.0
2021-02-09,132.5970916748047,136.00999450683594,137.8800048828125,135.85000610351562,136.6199951171875,76774200.0
2021-02-10,131.99266052246094,135.38999938964844,136.99000549316406,134.39999389648438,136.47999572753906,73046600.0
2021-02-11,131.7391815185547,135.1300048828125,136.38999938964844,133.77000427246094,135.89999389648438,64280000.0
2021-02-12,131.97311401367188,135.3699951171875,135.52999877929688,133.69000244140625,134.35000610351562,60145100.0
2021-02-16,129.84788513183594,133.19000244140625,136.00999450683594,132.7899932861328,135.49000549316406,80576300.0
2021-02-17,127.55682373046875,130.83999633789062,132.22000122070312,129.47000122070312,131.25,97918500.0
2021-02-18,126.4552001953125,129.7100067138672,130.0,127.41000366210938,129.1999969482422,96856700.0
2021-02-19,126.61115264892578,129.8699951171875,130.7100067138672,128.8000030517578,130.24000549316406,87668800.0
2021-02-22,122.83828735351562,126.0,129.72000122070312,125.5999984741211,128.00999450683594,103916400.0
2021-02-23,122.70178985595703,125.86000061035156,126.70999908447266,118.38999938964844,123.76000213623047,158273000.0
2021-02-24,122.20458221435547,125.3499984741211,125.55999755859375,122.2300033569336,124.94000244140625,111039900.0
2021-02-25,117.95398712158203,120.98999786376953,126.45999908447266,120.54000091552734,124.68000030517578,148199500.0
2021-02-26,118.21722412109375,121.26000213623047,124.8499984741211,121.19999694824219,122.58999633789062,164560400.0
2021-03-01,124.5833511352539,127.79000091552734,127.93000030517578,122.79000091552734,123.75,116307900.0
2021-03-02,121.98035430908203,125.12000274658203,128.72000122070312,125.01000213623047,128.41000366210938,102260900.0
2021-03-03,118.99714660644531,122.05999755859375,125.70999908447266,121.83999633789062,124.80999755859375,112966300.0
2021-03-04,117.11558532714844,120.12999725341797,123.5999984741211,118.62000274658203,121.75,178155000.0
2021-03-05,118.3731918334961,121.41999816894531,121.94000244140625,117.56999969482422,120.9800033569336,153766600.0
2021-03-08,113.4401626586914,116.36000061035156,121.0,116.20999908447266,120.93000030517578,154376600.0
2021-03-09,118.05148315429688,121.08999633789062,122.05999755859375,118.79000091552734,119.02999877929688,129525800.0
2021-03-10,116.9693374633789,119.9800033569336,122.16999816894531,119.44999694824219,121.69000244140625,111943300.0
2021-03-11,118.89965057373047,121.95999908447266,123.20999908447266,121.26000213623047,122.54000091552734,103026500.0
2021-03-12,117.99299621582031,121.02999877929688,121.16999816894531,119.16000366210938,120.4000015258789,88105100.0
2021-03-15,120.87870025634766,123.98999786376953,124.0,120.41999816894531,121.41000366210938,92403800.0
2021-03-16,122.4190444946289,125.56999969482422,127.22000122070312,124.72000122070312,125.69999694824219,115227900.0
2021-03-17,121.62939453125,124.76000213623047,125.86000061035156,122.33999633789062,124.05000305175781,111932600.0
2021-03-18,117.50555419921875,120.52999877929688,123.18000030517578,120.31999969482422,122.87999725341797,121229700.0
2021-03-19,116.97908020019531,119.98999786376953,121.43000030517578,119.68000030517578,119.9000015258789,185549500.0
2021-03-22,120.29374694824219,123.38999938964844,123.87000274658203,120.26000213623047,120.33000183105469,111912300.0
2021-03-23,119.46509552001953,122.54000091552734,124.23999786376953,122.13999938964844,123.33000183105469,95467100.0
2021-03-24,117.0765609741211,120.08999633789062,122.9000015258789,120.06999969482422,122.81999969482422,88530500.0
2021-03-25,117.56404113769531,120.58999633789062,121.66000366210938,119.0,119.54000091552734,98844700.0
2021-03-26,118.1684799194336,121.20999908447266,121.4800033569336,118.91999816894531,120.3499984741211,94071200.0
2021-03-29,118.34396362304688,121.38999938964844,122.58000183105469,120.7300033569336,121.6500015258789,80819200.0
